station_key,station_name,charging_station_operator,energy_consumed_kwh_sum,energy_consumed_kwh_mean,charging_duration_hours_mean,charging_rate_kw_mean,sessions_count,peak_time_of_day,peak_day_of_week,latitude,longitude,city,state,charging_station_location,stations_within_2km
"ballard_estate_parking_lot,_fort,_mumbai","Ballard Estate Parking Lot, Fort, Mumbai",Tata Power,27.04710323,27.04710323,5.98,4.521631542,1,Afternoon,Monday,18.9451,72.8354,Mumbai,Maharashtra,"Ballard Estate Parking Lot, Fort, Mumbai",1
"bandra_kurla_complex,_bandra_east,_mumbai","Bandra Kurla Complex, Bandra East, Mumbai",Volttic,29.34959504,29.34959504,0.97,30.32389572,1,Morning,Tuesday,19.0658,72.8687,Mumbai,Maharashtra,"Bandra Kurla Complex, Bandra East, Mumbai",7
"bhayandar_west_station_parking,_mumbai","Bhayandar West Station Parking, Mumbai",Magenta,71.48050343,23.82683448,1.093333333,26.15100938,3,Night,Monday,19.3134,72.8476,Mumbai,Maharashtra,"Bhayandar West Station Parking, Mumbai",0
"borivali_east,_mumbai","Borivali East, Mumbai",EVteQ,27.60438468,27.60438468,2.46,11.23853863,1,Morning,Wednesday,19.2365,72.8552,Mumbai,Maharashtra,"Borivali East, Mumbai",6
"borivali_west,_mumbai","Borivali West, Mumbai",ATUM,110.371533,55.18576649,2.51,30.206715,2,Afternoon,Friday,19.2298,72.8606,Mumbai,Maharashtra,"Borivali West, Mumbai",5
"borosil_plot,off,_makwana_rd,_marol,_andheri_east,_mumbai,_maharashtra","Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",Jio-bp Pulse,75.18617181,75.18617181,1.41,53.1747828,3,Morning,Saturday,19.1146146,72.8840941,Mumbai,Maharashtra,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",15
"borosil_plot,off,_makwana_rd,_marol,_andheri_east,_mumbai,_maharashtra","Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",Kazam,62.19283346,62.19283346,3.04,20.45251231,3,Morning,Saturday,19.1146146,72.8840941,Mumbai,Maharashtra,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",15
"borosil_plot,off,_makwana_rd,_marol,_andheri_east,_mumbai,_maharashtra","Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",Magenta,12.89314236,12.89314236,0.74,17.34136646,3,Morning,Saturday,19.1146146,72.8840941,Mumbai,Maharashtra,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",15
"breach_candy_hospital_complex,_mumbai","Breach Candy Hospital Complex, Mumbai",Magenta,68.82528251,68.82528251,4.06,16.93561005,1,Afternoon,Monday,18.9677,72.8055,Mumbai,Maharashtra,"Breach Candy Hospital Complex, Mumbai",5
"building,_plot_1,_udyog_kshtra,_mulund_goregaon_link_rd,_near_d_mart_mulund,_salpa_devi_pada,_mulund_west,_mumbai,_maharashtra_400080","Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",EV Dock,73.37136541,73.37136541,1.61,45.50795122,2,Afternoon,Friday,19.163979,72.938751,Mumbai,Maharashtra,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",6
"building,_plot_1,_udyog_kshtra,_mulund_goregaon_link_rd,_near_d_mart_mulund,_salpa_devi_pada,_mulund_west,_mumbai,_maharashtra_400080","Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",Kazam,57.92445004,57.92445004,4.62,12.53816191,2,Afternoon,Friday,19.163979,72.938751,Mumbai,Maharashtra,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",6
"carnival_cinemas_imax,_anik_wadala_link_rd,_bhakti_park,_wadala,_mumbai,_maharashtra_,worli","Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",Ather,71.97510218,71.97510218,3.04,23.65002521,2,Morning,Monday,19.0313299,72.8809653,Mumbai,Maharashtra,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",3
"carnival_cinemas_imax,_anik_wadala_link_rd,_bhakti_park,_wadala,_mumbai,_maharashtra_,worli","Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",Kazam,79.97267191,79.97267191,2.13,37.46218915,2,Morning,Monday,19.0313299,72.8809653,Mumbai,Maharashtra,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",3
"central_park_parking,_kharghar,_navi_mumbai","Central Park Parking, Kharghar, Navi Mumbai",Statiq,64.60983161,64.60983161,16.19,3.991359551,1,Morning,Wednesday,19.0418,73.0634,Mumbai,Maharashtra,"Central Park Parking, Kharghar, Navi Mumbai",1
"century_bazaar,_prabhadevi,_mumbai","Century Bazaar, Prabhadevi, Mumbai",Magenta,21.81937874,21.81937874,20.89046305,26.50712322,1,Evening,Monday,19.0155,72.8275,Mumbai,Maharashtra,"Century Bazaar, Prabhadevi, Mumbai",13
"chakala_metro_station,_mumbai","Chakala Metro Station, Mumbai",Tata Power,36.137269,36.137269,0.99,36.37707579,1,Night,Sunday,19.1088,72.8535,Mumbai,Maharashtra,"Chakala Metro Station, Mumbai",10
"charni_road_east,_mumbai","Charni Road East, Mumbai",Tata Power,58.45649285,29.22824643,1.285,23.82274172,2,Night,Friday,18.9545,72.8189,Mumbai,Maharashtra,"Charni Road East, Mumbai",4
"chembur_station_east,_mumbai","Chembur Station East, Mumbai",ChargeZone,78.64289917,78.64289917,2.26,34.823951,1,Afternoon,Wednesday,19.0549,72.9038,Mumbai,Maharashtra,"Chembur Station East, Mumbai",5
"chhatrapati_shivaji_maharaj_terminus_parking,_fort,_mumbai","Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",Magenta,26.44403312,26.44403312,0.98,27.1214299,1,Morning,Sunday,18.9398,72.8354,Mumbai,Maharashtra,"Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",12
"chincholi_bunder_road,_new_link_rd,_malad_west,_mumbai,_maharashtra_400064","Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",Magenta,68.24465321,68.24465321,1.38,49.3612511,2,Evening,Sunday,19.1798,72.8361,Mumbai,Maharashtra,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",5
"chincholi_bunder_road,_new_link_rd,_malad_west,_mumbai,_maharashtra_400064","Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",Tata Power,45.45344885,45.45344885,1.61,28.19404206,2,Evening,Sunday,19.1798,72.8361,Mumbai,Maharashtra,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",5
"colaba_causeway,_near_regal_cinema,_mumbai","Colaba Causeway, Near Regal Cinema, Mumbai",Tata Power,24.40113304,24.40113304,0.78,31.11524448,1,Afternoon,Tuesday,18.9216,72.8326,Mumbai,Maharashtra,"Colaba Causeway, Near Regal Cinema, Mumbai",13
"cotton_green_railyard,_mumbai","Cotton Green Railyard, Mumbai",Tata Power,40.40178309,20.20089155,1.343764489,31.18912218,2,Evening,Friday,18.991,72.8485,Mumbai,Maharashtra,"Cotton Green Railyard, Mumbai",3
"cr2_mall_parking,_nariman_point,_mumbai,_mh_400021","CR2 Mall Parking, Nariman Point, Mumbai, MH 400021",Tata Power,67.45124177,67.45124177,1.5,45.01922284,1,Evening,Friday,18.9255,72.8234,Mumbai,Maharashtra,"CR2 Mall Parking, Nariman Point, Mumbai, MH 400021",13
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",ATUM,67.83558524,33.91779262,8.03329755,33.91169752,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",Ather,45.81366157,45.81366157,2.64,17.3546406,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",ChargeZone,71.28000416,71.28000416,1.75,40.61639923,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",EV Point,93.0603842,46.5301921,1.44,28.60730485,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",Jio-bp Pulse,72.28811626,36.14405813,1.845,23.88943474,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",Statiq,71.14274636,71.14274636,4.8,14.82991098,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",VoltaPoint,77.63234569,77.63234569,6.94,11.17901456,10,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5
"d298,_ttc_industrial_area,_turbhe","D298, TTC Industrial area, turbhe",Kazam,27.70606779,27.70606779,0.61,45.32674459,2,Afternoon,Tuesday,19.06895357,73.02251015,Mumbai,Maharashtra,"D298, TTC Industrial area, turbhe",3
"d298,_ttc_industrial_area,_turbhe","D298, TTC Industrial area, turbhe",Tata Power,6.97877135,6.97877135,0.19,35.78892354,2,Afternoon,Tuesday,19.06895357,73.02251015,Mumbai,Maharashtra,"D298, TTC Industrial area, turbhe",3
"dahisar_check_naka_parking,_mumbai","Dahisar Check Naka Parking, Mumbai",VoltaPoint,83.45776887,41.72888444,1.475,33.95880139,2,Night,Thursday,19.2567,72.8572,Mumbai,Maharashtra,"Dahisar Check Naka Parking, Mumbai",1
"dahisar_east_station,_mumbai","Dahisar East Station, Mumbai",ChargeZone,124.8739875,41.62466249,1.293333333,37.65392366,3,Afternoon,Friday,19.2505,72.8591,Mumbai,Maharashtra,"Dahisar East Station, Mumbai",6
"devidas_lane,_shanti_ashram_borivali_west,_near_st.lawrence_high_school,_mumbai,_maharashtra_,borivali","Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",ChargeZone,42.0179595,42.0179595,3.16,13.30298668,3,Evening,Wednesday,19.2402364,72.8481819,Mumbai,Maharashtra,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",4
"devidas_lane,_shanti_ashram_borivali_west,_near_st.lawrence_high_school,_mumbai,_maharashtra_,borivali","Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",Magenta,45.6603132,45.6603132,1.12,40.67941804,3,Evening,Wednesday,19.2402364,72.8481819,Mumbai,Maharashtra,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",4
"devidas_lane,_shanti_ashram_borivali_west,_near_st.lawrence_high_school,_mumbai,_maharashtra_,borivali","Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",VoltaPoint,74.54048486,74.54048486,4.4,16.93586894,3,Evening,Wednesday,19.2402364,72.8481819,Mumbai,Maharashtra,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",4
"diamond_garden,_chembur,_mumbai","Diamond Garden, Chembur, Mumbai",Magenta,66.17491556,66.17491556,16.16,4.096052506,1,Night,Wednesday,19.0458,72.8991,Mumbai,Maharashtra,"Diamond Garden, Chembur, Mumbai",6
"dombivli_east_railway_parking,_thane","Dombivli East Railway Parking, Thane",Tata Power,123.1958246,61.59791231,7.046469918,26.50712322,2,Evening,Friday,19.2188,73.0935,Mumbai,Maharashtra,"Dombivli East Railway Parking, Thane",2
"dr_ambedkar_rd,_parel,_mumbai","Dr Ambedkar Rd, Parel, Mumbai",Kazam,45.0685333,45.0685333,1.1,41.03311514,2,Afternoon,Friday,19.0094,72.8394,Mumbai,Maharashtra,"Dr Ambedkar Rd, Parel, Mumbai",11
"dr_ambedkar_rd,_parel,_mumbai","Dr Ambedkar Rd, Parel, Mumbai",VoltaPoint,57.72437946,57.72437946,12.87,4.485647105,2,Afternoon,Friday,19.0094,72.8394,Mumbai,Maharashtra,"Dr Ambedkar Rd, Parel, Mumbai",11
"eastern_express_hwy,_near_viviana_mall,_thane,_mumbai","Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",Kazam,168.9501898,56.31672992,3.113333333,23.24783017,3,Afternoon,Thursday,19.1866,72.9728,Mumbai,Maharashtra,"Eastern Express Hwy, Near Viviana Mall, Thane, Mumbai",2
"entrance_gate_3,_phoenix_market_city,_lal_bahadur_shastri_rd,_kurla_west,_mumbai","Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",ChargeZone,36.70152016,36.70152016,1.92,19.12193264,1,Evening,Sunday,19.0751,72.8893,Mumbai,Maharashtra,"Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",11
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",ChargeZone,148.308555,49.436185,1.293333333,35.9926655,10,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",EVteQ,62.04623037,62.04623037,3.34,18.56265579,10,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",Magenta,165.3361564,55.11205213,4.193333333,15.25934142,10,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2
"fortune_cars,_navi_mumbai,_plot_no._d-400,_ttc_industrial_area,_midc,_near_uran_phata_signal,_nerul,_navi_mumbai,_maharashtra_-_400706","Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",Tata Power,71.28000416,71.28000416,1.75,40.61639923,10,Evening,Friday,19.03639,73.029907,Mumbai,Maharashtra,"Fortune Cars, Navi Mumbai, Plot No. D-400, TTC Industrial Area, MIDC, Near Uran Phata Signal, Nerul, Navi Mumbai, Maharashtra - 400706",2
